weekdate,position,artist,track
2010-02-26,31,N-DUBZ FT MR HUDSON,PLAYING WITH FIRE
2010-02-26,32,CALVIN HARRIS,YOU USED TO HOLD ME
2010-02-26,33,BLACK EYED PEAS,I GOTTA FEELING
2010-02-26,34,LADY GAGA FT BEYONCE,TELEPHONE
2010-02-26,35,CHRIS BROWN,CRAWL
2010-02-26,36,CHERYL COLE,FIGHT FOR THIS LOVE
2010-02-26,37,BLACK EYED PEAS,MEET ME HALFWAY
2010-02-26,38,PIXIE LOTT,CRY ME OUT
2010-02-26,39,BIFFY CLYRO,MANY OF HORROR
2010-02-26,40,LEONA LEWIS,I GOT YOU
2010-02-26,41,ALICIA KEYS,DOESN'T MEAN ANYTHING
2010-02-26,42,KASABIAN,REFIRE
2010-02-26,43,PIXIE LOTT,GRAVITY
2010-02-26,44,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-02-26,45,PLAN B,STAY TOO LONG
2010-02-26,46,RIHANNA,RUSSIAN ROULETTE
2010-02-26,47,GLEE CAST,KEEP HOLDING ON
2010-02-26,48,TIMBALAND/NELLY FURTADO/SOSHY,MORNING AFTER DARK
2010-02-26,49,ROBBIE WILLIAMS,YOU KNOW ME
2010-02-26,50,ARTISTS FOR HAITI,WE ARE THE WORLD 25 FOR HAITI
2010-03-05,1,JASON DERULO,IN MY HEAD
2010-03-05,2,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-03-05,3,RIHANNA,RUDE BOY
2010-03-05,4,ELLIE GOULDING,STARRY EYED
2010-03-05,5,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-03-05,6,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-03-05,7,SUGABABES,WEAR MY KISS
2010-03-05,8,OWL CITY,FIREFLIES
2010-03-05,9,HELPING HAITI,EVERYBODY HURTS
2010-03-05,10,JLS,ONE SHOT
2010-03-05,11,CHERYL COLE,PARACHUTE
2010-03-05,12,CHIDDY BANG,OPPOSITE OF ADULTS
2010-03-05,13,MARINA & THE DIAMONDS,HOLLYWOOD
2010-03-05,14,LEONA LEWIS,I GOT YOU
2010-03-05,15,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
2010-03-05,16,3OH3 FT KATY PERRY,STARSTRUKK
2010-03-05,17,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-03-05,18,GLEE CAST,DON'T STOP BELIEVIN'
2010-03-05,19,LEMAR,THE WAY LOVE GOES
2010-03-05,20,LADY GAGA,BAD ROMANCE
2010-03-05,21,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-03-05,22,YOUNG MONEY FT LLOYD,BEDROCK
2010-03-05,23,JOURNEY,DON'T STOP BELIEVIN'
2010-03-05,24,IYAZ,REPLAY
2010-03-05,25,GLEE CAST,HALO/WALKING ON SUNSHINE
2010-03-05,26,KESHA FT 3OH3,BLAH BLAH BLAH
2010-03-05,27,EXAMPLE,WON'T GO QUIETLY
2010-03-05,28,JEDWARD FT VANILLA ICE,UNDER PRESSURE (ICE ICE BABY)
2010-03-05,29,ALPHABEAT,HOLE IN MY HEART
2010-03-05,30,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-03-05,31,KESHA,TIK TOK
2010-03-05,32,ALEXANDRA BURKE,BROKEN HEELS
2010-03-05,33,JAY-Z FT MR HUDSON,YOUNG FOREVER
2010-03-05,34,SATURDAYS,EGO
2010-03-05,35,PIXIE LOTT,GRAVITY
2010-03-05,36,CHRIS BROWN,CRAWL
2010-03-05,37,LADY GAGA,TELEPHONE
2010-03-05,38,MUSE,RESISTANCE
2010-03-05,39,GLEE CAST,IT'S MY LIFE/CONFESSIONS PART II
2010-03-05,40,CHERYL COLE,FIGHT FOR THIS LOVE
2010-03-05,41,BLACK EYED PEAS,I GOTTA FEELING
2010-03-05,42,BIFFY CLYRO,MANY OF HORROR
2010-03-05,43,BLACK EYED PEAS,ROCK THAT BODY
2010-03-05,44,COURTEENERS,YOU OVERDID IT DOLL
2010-03-05,45,N-DUBZ FT MR HUDSON,PLAYING WITH FIRE
2010-03-05,46,BLACK EYED PEAS,MEET ME HALFWAY
2010-03-05,47,PLAN B,STAY TOO LONG
2010-03-05,48,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-03-05,49,PIXIE LOTT,CRY ME OUT
2010-03-05,50,RIHANNA,RUSSIAN ROULETTE
2010-03-12,1,TINIE TEMPAH,PASS OUT
2010-03-12,2,RIHANNA,RUDE BOY
2010-03-12,3,JASON DERULO,IN MY HEAD
2010-03-12,4,ELLIE GOULDING,STARRY EYED
2010-03-12,5,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-03-12,6,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-03-12,7,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-03-12,8,NAUGHTY BOY PTS WILEY FT EMELI,EVER BE YOUR WOMAN
2010-03-12,9,BOYZONE,GAVE IT ALL AWAY
2010-03-12,10,CHERYL COLE,PARACHUTE
2010-03-12,11,OWL CITY,FIREFLIES
2010-03-12,12,GRAMOPHONEDZIE,WHY DON'T YOU
2010-03-12,13,DAISY DARES YOU FT CHIPMUNK,UMBER ONE ENEMY
2010-03-12,14,SUGABABES,WEAR MY KISS
2010-03-12,15,JLS,ONE SHOT
2010-03-12,16,CHIDDY BANG,OPPOSITE OF ADULTS
2010-03-12,17,KESHA FT 3OH3,BLAH BLAH BLAH
2010-03-12,18,YOUNG MONEY FT LLOYD,BEDROCK
2010-03-12,19,LEONA LEWIS,I GOT YOU
2010-03-12,20,GLEE CAST,DON'T STOP BELIEVIN'
2010-03-12,21,MARINA & THE DIAMONDS,HOLLYWOOD
2010-03-12,22,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
2010-03-12,23,BLACK EYED PEAS,ROCK THAT BODY
2010-03-12,24,LADY GAGA,BAD ROMANCE
2010-03-12,25,3OH3 FT KATY PERRY,STARSTRUKK
2010-03-12,26,HELPING HAITI,EVERYBODY HURTS
2010-03-12,27,JOURNEY,DON'T STOP BELIEVIN'
2010-03-12,28,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-03-12,29,IYAZ,REPLAY
2010-03-12,30,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-03-12,31,LADY GAGA FT BEYONCE,TELEPHONE
2010-03-12,32,LEMAR,THE WAY LOVE GOES
2010-03-12,33,PIXIE LOTT,GRAVITY
2010-03-12,34,MARY J BLIGE,I AM
2010-03-12,35,GLEE CAST,HALO/WALKING ON SUNSHINE
2010-03-12,36,KESHA,TIK TOK
2010-03-12,37,MUMFORD & SONS,THE CAVE
2010-03-12,38,GLEE CAST,DEFYING GRAVITY
2010-03-12,39,ALPHABEAT,HOLE IN MY HEART
2010-03-12,40,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-03-12,41,ALEXANDRA BURKE,BROKEN HEELS
2010-03-12,42,CHRIS BROWN,CRAWL
2010-03-12,43,SATURDAYS,EGO
2010-03-12,44,JASON DERULO,RIDIN SOLO
2010-03-12,45,EXAMPLE,WON'T GO QUIETLY
2010-03-12,46,JAY-Z FT MR HUDSON,YOUNG FOREVER
2010-03-12,47,JASON DERULO,WHATCHA SAY
2010-03-12,48,BLACK EYED PEAS,I GOTTA FEELING
2010-03-12,49,CHERYL COLE,FIGHT FOR THIS LOVE
2010-03-12,50,JEDWARD FT VANILLA ICE,UNDER PRESSURE (ICE ICE BABY)
2010-03-19,1,TINIE TEMPAH,PASS OUT
2010-03-19,2,RIHANNA,RUDE BOY
2010-03-19,3,JUSTIN BIEBER FT LUDACRIS,BABY
2010-03-19,4,ELLIE GOULDING,STARRY EYED
2010-03-19,5,JASON DERULO,IN MY HEAD
2010-03-19,6,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-03-19,7,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-03-19,8,CHERYL COLE,PARACHUTE
2010-03-19,9,GABRIELLA CILMI,ON A MISSION
2010-03-19,10,MCLEAN,MY NAME
2010-03-19,11,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-03-19,12,LADY GAGA FT BEYONCE,TELEPHONE
2010-03-19,13,OWL CITY,FIREFLIES
2010-03-19,14,NAUGHTY BOY PTS WILEY FT EMELI,EVER BE YOUR WOMAN
2010-03-19,15,BLACK EYED PEAS,ROCK THAT BODY
2010-03-19,16,CHIDDY BANG,OPPOSITE OF ADULTS
2010-03-19,17,GRAMOPHONEDZIE,WHY DON'T YOU
2010-03-19,18,YOUNG MONEY FT LLOYD,BEDROCK
2010-03-19,19,DAISY DARES YOU FT CHIPMUNK,UMBER ONE ENEMY
2010-03-19,20,BOYZONE,GAVE IT ALL AWAY
2010-03-19,21,JLS,ONE SHOT
2010-03-19,22,KESHA FT 3OH3,BLAH BLAH BLAH
2010-03-19,23,SUGABABES,WEAR MY KISS
2010-03-19,24,LADY GAGA,BAD ROMANCE
2010-03-19,25,LEONA LEWIS,I GOT YOU
2010-03-19,26,PIXIE LOTT,GRAVITY
2010-03-19,27,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
2010-03-19,28,GLEE CAST,DON'T STOP BELIEVIN'
2010-03-19,29,STEVE AOKI FT ZUPER BLAHQ,I'M IN THE HOUSE
2010-03-19,30,3OH3 FT KATY PERRY,STARSTRUKK
2010-03-19,31,JOURNEY,DON'T STOP BELIEVIN'
2010-03-19,32,IYAZ,REPLAY
2010-03-19,33,LEMAR,THE WAY LOVE GOES
2010-03-19,34,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-03-19,35,MARINA & THE DIAMONDS,HOLLYWOOD
2010-03-19,36,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-03-19,37,MUMFORD & SONS,THE CAVE
2010-03-19,38,KESHA,TIK TOK
2010-03-19,39,GLEE CAST,DEFYING GRAVITY
2010-03-19,40,MARY J BLIGE,I AM
2010-03-19,41,CHRIS BROWN,CRAWL
2010-03-19,42,HELPING HAITI,EVERYBODY HURTS
2010-03-19,43,GLEE CAST,LEAN ON ME
2010-03-19,44,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-03-19,45,SATURDAYS,EGO
2010-03-19,46,ALEXANDRA BURKE,BROKEN HEELS
2010-03-19,47,GOLDFRAPP,ROCKET
2010-03-19,48,AMY MACDONALD,DON'T TELL ME THAT IT'S OVER
2010-03-19,49,GLEE CAST,HALO/WALKING ON SUNSHINE
2010-03-19,50,BLACK EYED PEAS,I GOTTA FEELING
2010-03-26,1,LADY GAGA FT BEYONCE,TELEPHONE
2010-03-26,2,TINIE TEMPAH,PASS OUT
2010-03-26,3,RIHANNA,RUDE BOY
2010-03-26,4,JUSTIN BIEBER FT LUDACRIS,BABY
2010-03-26,5,ELLIE GOULDING,STARRY EYED
2010-03-26,6,CHERYL COLE,PARACHUTE
2010-03-26,7,JASON DERULO,IN MY HEAD
2010-03-26,8,INNA,HOT
2010-03-26,9,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-03-26,10,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-03-26,11,BLACK EYED PEAS,ROCK THAT BODY
2010-03-26,12,YOUNG MONEY FT LLOYD,BEDROCK
2010-03-26,13,MCLEAN,MY NAME
2010-03-26,14,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-03-26,15,OWL CITY,FIREFLIES
2010-03-26,16,CHIDDY BANG,OPPOSITE OF ADULTS
2010-03-26,17,GABRIELLA CILMI,ON A MISSION
2010-03-26,18,GRAMOPHONEDZIE,WHY DON'T YOU
2010-03-26,19,NAUGHTY BOY PTS WILEY FT EMELI,EVER BE YOUR WOMAN
2010-03-26,20,JLS,ONE SHOT
2010-03-26,21,LADY GAGA,BAD ROMANCE
2010-03-26,22,KESHA FT 3OH3,BLAH BLAH BLAH
2010-03-26,23,PIXIE LOTT,GRAVITY
2010-03-26,24,SUGABABES,WEAR MY KISS
2010-03-26,25,GLEE CAST,DON'T STOP BELIEVIN'
2010-03-26,26,SKEPTA,BAD BOY
2010-03-26,27,DAISY DARES YOU FT CHIPMUNK,UMBER ONE ENEMY
2010-03-26,28,JOURNEY,DON'T STOP BELIEVIN'
2010-03-26,29,BOYZONE,GAVE IT ALL AWAY
2010-03-26,30,IYAZ,REPLAY
2010-03-26,31,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-03-26,32,LEONA LEWIS,I GOT YOU
2010-03-26,33,3OH3 FT KATY PERRY,STARSTRUKK
2010-03-26,34,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
2010-03-26,35,GLEE CAST,TRUE COLORS
2010-03-26,36,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-03-26,37,MUMFORD & SONS,THE CAVE
2010-03-26,38,KESHA,TIK TOK
2010-03-26,39,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-03-26,40,CHERYL COLE,FIGHT FOR THIS LOVE
2010-03-26,41,STEVE AOKI FT ZUPER BLAHQ,I'M IN THE HOUSE
2010-03-26,42,LEMAR,THE WAY LOVE GOES
2010-03-26,43,CHRIS BROWN,CRAWL
2010-03-26,44,DAVID GUETTA FT KID CUDI,MEMORIES
2010-03-26,45,ROBBIE WILLIAMS,MORNING SUN
2010-03-26,46,N-DUBZ FT MR HUDSON,PLAYING WITH FIRE
2010-03-26,47,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-03-26,48,MARINA & THE DIAMONDS,HOLLYWOOD
2010-03-26,49,SATURDAYS,EGO
2010-03-26,50,BLACK EYED PEAS,I GOTTA FEELING
2010-04-02,1,LADY GAGA FT BEYONCE,TELEPHONE
2010-04-02,2,TINIE TEMPAH,PASS OUT
2010-04-02,3,JUSTIN BIEBER FT LUDACRIS,BABY
2010-04-02,4,RIHANNA,RUDE BOY
2010-04-02,5,CHERYL COLE,PARACHUTE
2010-04-02,6,INNA,HOT
2010-04-02,7,ELLIE GOULDING,STARRY EYED
2010-04-02,8,JASON DERULO,IN MY HEAD
2010-04-02,9,YOUNG MONEY FT LLOYD,BEDROCK
2010-04-02,10,BOYZONE,GAVE IT ALL AWAY
2010-04-02,11,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-04-02,12,BLACK EYED PEAS,ROCK THAT BODY
2010-04-02,13,USHER FT WILL I AM,OMG
2010-04-02,14,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-04-02,15,OWL CITY,FIREFLIES
2010-04-02,16,GABRIELLA CILMI,ON A MISSION
2010-04-02,17,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-04-02,18,MCLEAN,MY NAME
2010-04-02,19,CHIDDY BANG,OPPOSITE OF ADULTS
2010-04-02,20,PIXIE LOTT,GRAVITY
2010-04-02,21,JOURNEY,DON'T STOP BELIEVIN'
2010-04-02,22,KESHA FT 3OH3,BLAH BLAH BLAH
2010-04-02,23,JLS,ONE SHOT
2010-04-02,24,GLEE CAST,DON'T STOP BELIEVIN'
2010-04-02,25,NAUGHTY BOY PTS WILEY FT EMELI,EVER BE YOUR WOMAN
2010-04-02,26,GRAMOPHONEDZIE,WHY DON'T YOU
2010-04-02,27,LADY GAGA,BAD ROMANCE
2010-04-02,28,SKEPTA,BAD BOY
2010-04-02,29,TIMBALAND FT JUSTIN TIMBERLAKE,CARRY OUT
2010-04-02,30,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-04-02,31,IYAZ,REPLAY
2010-04-02,32,MUMFORD & SONS,THE CAVE
2010-04-02,33,3OH3 FT KATY PERRY,STARSTRUKK
2010-04-02,34,DAISY DARES YOU FT CHIPMUNK,UMBER ONE ENEMY
2010-04-02,35,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-04-02,36,LEONA LEWIS,I GOT YOU
2010-04-02,37,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-04-02,38,DAVID GUETTA FT KID CUDI,MEMORIES
2010-04-02,39,SUGABABES,WEAR MY KISS
2010-04-02,40,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
2010-04-02,41,KESHA,TIK TOK
2010-04-02,42,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-04-02,43,CHERYL COLE,FIGHT FOR THIS LOVE
2010-04-02,44,AUDIO BULLYS,ONLY MAN
2010-04-02,45,BLACK EYED PEAS,I GOTTA FEELING
2010-04-02,46,CHRIS BROWN,CRAWL
2010-04-02,47,GLEE CAST,TRUE COLORS
2010-04-02,48,SATURDAYS,EGO
2010-04-02,49,SARAH PHILLIPS,AUTUMN (TRIBUTE TO DEBBIE PHILLIPS)
2010-04-02,50,N-DUBZ,SAY IT'S OVER
2010-04-09,1,SCOUTING FOR GIRLS,THIS AIN'T A LOVE SONG
2010-04-09,2,LADY GAGA FT BEYONCE,TELEPHONE
2010-04-09,3,PLAN B,SHE SAID
2010-04-09,4,DELIRIOUS,HISTORY MAKERS
2010-04-09,5,TINIE TEMPAH,PASS OUT
2010-04-09,6,RIHANNA,RUDE BOY
2010-04-09,7,JUSTIN BIEBER FT LUDACRIS,BABY
2010-04-09,8,USHER FT WILL I AM,OMG
2010-04-09,9,INNA,HOT
2010-04-09,10,CHERYL COLE,PARACHUTE
2010-04-09,11,JASON DERULO,IN MY HEAD
2010-04-09,12,ELLIE GOULDING,STARRY EYED
2010-04-09,13,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-04-09,14,BLACK EYED PEAS,ROCK THAT BODY
2010-04-09,15,OWL CITY,FIREFLIES
2010-04-09,16,TIMBALAND FT JUSTIN TIMBERLAKE,CARRY OUT
2010-04-09,17,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-04-09,18,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-04-09,19,YOUNG MONEY FT LLOYD,BEDROCK
2010-04-09,20,MCLEAN,MY NAME
2010-04-09,21,CHIDDY BANG,OPPOSITE OF ADULTS
2010-04-09,22,BOYZONE,GAVE IT ALL AWAY
2010-04-09,23,GABRIELLA CILMI,ON A MISSION
2010-04-09,24,LADY GAGA,BAD ROMANCE
2010-04-09,25,3OH3 FT KATY PERRY,STARSTRUKK
2010-04-09,26,PIXIE LOTT,GRAVITY
2010-04-09,27,GLEE CAST,DON'T STOP BELIEVIN'
2010-04-09,28,JOURNEY,DON'T STOP BELIEVIN'
2010-04-09,29,IYAZ,REPLAY
2010-04-09,30,DAVID GUETTA FT KID CUDI,MEMORIES
2010-04-09,31,JLS,ONE SHOT
2010-04-09,32,MUMFORD & SONS,THE CAVE
2010-04-09,33,KESHA FT 3OH3,BLAH BLAH BLAH
2010-04-09,34,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-04-09,35,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-04-09,36,SKEPTA,BAD BOY
2010-04-09,37,GRAMOPHONEDZIE,WHY DON'T YOU
2010-04-09,38,KESHA,TIK TOK
2010-04-09,39,NAUGHTY BOY PTS WILEY FT EMELI,EVER BE YOUR WOMAN
2010-04-09,40,N-DUBZ,SAY IT'S OVER
2010-04-09,41,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-04-09,42,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
2010-04-09,43,SATURDAYS,EGO
2010-04-09,44,ALEX GARDNER,I'M NOT MAD
2010-04-09,45,LEONA LEWIS,I GOT YOU
2010-04-09,46,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-04-09,47,BLACK EYED PEAS,MEET ME HALFWAY
2010-04-09,48,PLAN B,STAY TOO LONG
2010-04-09,49,ALEXANDRA BURKE,BROKEN HEELS
2010-04-09,50,BLACK EYED PEAS,I GOTTA FEELING
2010-04-16,1,SCOUTING FOR GIRLS,THIS AIN'T A LOVE SONG
2010-04-16,2,USHER FT WILL I AM,OMG
2010-04-16,3,PLAN B,SHE SAID
2010-04-16,4,LADY GAGA FT BEYONCE,TELEPHONE
2010-04-16,5,TINIE TEMPAH,PASS OUT
2010-04-16,6,TIMBALAND FT JUSTIN TIMBERLAKE,CARRY OUT
2010-04-16,7,INNA,HOT
2010-04-16,8,RIHANNA,RUDE BOY
2010-04-16,9,JUSTIN BIEBER FT LUDACRIS,BABY
2010-04-16,10,CHERYL COLE,PARACHUTE
2010-04-16,11,JOSHUA RADIN,I'D RATHER BE WITH YOU
2010-04-16,12,ELLIE GOULDING,STARRY EYED
2010-04-16,13,JASON DERULO,IN MY HEAD
2010-04-16,14,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-04-16,15,DAVID GUETTA FT KID CUDI,MEMORIES
2010-04-16,16,YOUNG MONEY FT LLOYD,BEDROCK
2010-04-16,17,BLACK EYED PEAS,ROCK THAT BODY
2010-04-16,18,OWL CITY,FIREFLIES
2010-04-16,19,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-04-16,20,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-04-16,21,MCLEAN,MY NAME
2010-04-16,22,CHIDDY BANG,OPPOSITE OF ADULTS
2010-04-16,23,PIXIE LOTT,GRAVITY
2010-04-16,24,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-04-16,25,LADY GAGA,BAD ROMANCE
2010-04-16,26,3OH3 FT KATY PERRY,STARSTRUKK
2010-04-16,27,N-DUBZ,SAY IT'S OVER
2010-04-16,28,GABRIELLA CILMI,ON A MISSION
2010-04-16,29,GLEE CAST,DON'T STOP BELIEVIN'
2010-04-16,30,BOYZONE,GAVE IT ALL AWAY
2010-04-16,31,MUMFORD & SONS,THE CAVE
2010-04-16,32,JOURNEY,DON'T STOP BELIEVIN'
2010-04-16,33,PARAMORE,THE ONLY EXCEPTION
2010-04-16,34,IYAZ,REPLAY
2010-04-16,35,KESHA FT 3OH3,BLAH BLAH BLAH
2010-04-16,36,SATURDAYS,EGO
2010-04-16,37,JLS,ONE SHOT
2010-04-16,38,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
2010-04-16,39,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-04-16,40,TAIO CRUZ FT KESHA,DIRTY PICTURE
2010-04-16,41,KESHA,TIK TOK
2010-04-16,42,SKEPTA,BAD BOY
2010-04-16,43,NAUGHTY BOY PTS WILEY FT EMELI,EVER BE YOUR WOMAN
2010-04-16,44,GRAMOPHONEDZIE,WHY DON'T YOU
2010-04-16,45,BLACK EYED PEAS,I GOTTA FEELING
2010-04-16,46,SNOW PATROL/MARTHA WAINWRIGHT,SET THE FIRE TO THE THIRD BAR
2010-04-16,47,ALEXANDRA BURKE,BROKEN HEELS
2010-04-16,48,BLACK EYED PEAS,MEET ME HALFWAY
2010-04-16,49,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
2010-04-16,50,CHERYL COLE,FIGHT FOR THIS LOVE
2010-04-23,1,USHER FT WILL I AM,OMG
2010-04-23,2,SCOUTING FOR GIRLS,THIS AIN'T A LOVE SONG
2010-04-23,3,PROFESSOR GREEN FT ED DREWETT,I NEED YOU TONIGHT
2010-04-23,4,PLAN B,SHE SAID
2010-04-23,5,KELIS,ACAPELLA
2010-04-23,6,LADY GAGA FT BEYONCE,TELEPHONE
2010-04-23,7,SELENA GOMEZ & THE SCENE,ATURALLY
2010-04-23,8,TIMBALAND FT JUSTIN TIMBERLAKE,CARRY OUT
2010-04-23,9,TINIE TEMPAH,PASS OUT
2010-04-23,10,INNA,HOT
2010-04-23,11,JOSHUA RADIN,I'D RATHER BE WITH YOU
2010-04-23,12,TAIO CRUZ FT KESHA,DIRTY PICTURE
2010-04-23,13,RIHANNA,RUDE BOY
2010-04-23,14,JUSTIN BIEBER FT LUDACRIS,BABY
2010-04-23,15,KATE NASH,DO-WAH-DOO
2010-04-23,16,DAVID GUETTA FT KID CUDI,MEMORIES
2010-04-23,17,CHERYL COLE,PARACHUTE
2010-04-23,18,YOUNG MONEY FT LLOYD,BEDROCK
2010-04-23,19,ELLIE GOULDING,STARRY EYED
2010-04-23,20,JASON DERULO,IN MY HEAD
2010-04-23,21,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
2010-04-23,22,ELIZA DOOLITTLE,SKINNY GENES
2010-04-23,23,BLACK EYED PEAS,ROCK THAT BODY
2010-04-23,24,OWL CITY,FIREFLIES
2010-04-23,25,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
2010-04-23,26,PAUL WELLER,O TEARS TO CRY/WAKE UP THE NATION
2010-04-23,27,N-DUBZ,SAY IT'S OVER
2010-04-23,28,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
2010-04-23,29,MCLEAN,MY NAME
2010-04-23,30,CHIDDY BANG,OPPOSITE OF ADULTS
2010-04-23,31,PARAMORE,THE ONLY EXCEPTION
2010-04-23,32,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
2010-04-23,33,PIXIE LOTT,GRAVITY
2010-04-23,34,FUTUREHEADS,HEARTBEAT SONG
2010-04-23,35,LADY GAGA,BAD ROMANCE
2010-04-23,36,SNOW PATROL/MARTHA WAINWRIGHT,SET THE FIRE TO THE THIRD BAR
2010-04-23,37,3OH3 FT KATY PERRY,STARSTRUKK
2010-04-23,38,JAY-Z FT SWIZZ BEATZ,ON TO THE NEXT ONE
2010-04-23,39,JOURNEY,DON'T STOP BELIEVIN'
2010-04-23,40,GLEE CAST,DON'T STOP BELIEVIN'
2010-04-23,41,MUMFORD & SONS,THE CAVE
2010-04-23,42,PLAN B,STAY TOO LONG
2010-04-23,43,GABRIELLA CILMI,ON A MISSION
2010-04-23,44,ALEXANDRA BURKE,ALL NIGHT LONG
2010-04-23,45,SKEPTA,BAD BOY
2010-04-23,46,SATURDAYS,EGO
2010-04-23,47,BOYZONE,GAVE IT ALL AWAY
2010-04-23,48,BOYS LIKE GIRLS,LOVE DRUNK
2010-04-23,49,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
2010-04-23,50,IYAZ,REPLAY
2010-04-30,1,DIANA VICKERS,ONCE
2010-04-30,2,USHER FT WILL I AM,OMG
2010-04-30,3,CHIPMUNK FT ESMEE DENTERS,UNTIL YOU WERE GONE
2010-04-30,4,PLAN B,SHE SAID
2010-04-30,5,SCOUTING FOR GIRLS,THIS AIN'T A LOVE SONG
2010-04-30,6,PROFESSOR GREEN FT ED DREWETT,I NEED YOU TONIGHT
2010-04-30,7,KELIS,ACAPELLA
2010-04-30,8,TIMBALAND FT JUSTIN TIMBERLAKE,CARRY OUT
2010-04-30,9,TINA TURNER,RETHE BEST
2010-04-30,10,SELENA GOMEZ & THE SCENE,ATURALLY
2010-04-30,11,LADY GAGA FT BEYONCE,TELEPHONE
2010-04-30,12,TAIO CRUZ FT KESHA,DIRTY PICTURE
2010-04-30,13,TINIE TEMPAH,PASS OUT
2010-04-30,14,GLEE CAST,GIVES YOU HELL
2010-04-30,15,INNA,HOT
2010-04-30,16,DAVID GUETTA FT KID CUDI,MEMORIES
2010-04-30,17,RIHANNA,RUDE BOY
2010-04-30,18,JUSTIN BIEBER FT LUDACRIS,BABY
2010-04-30,19,ELLIE GOULDING,STARRY EYED
2010-04-30,20,YOUNG MONEY FT LLOYD,BEDROCK
2010-04-30,21,KATE NASH,DO-WAH-DOO
